"method","rmse_theta","rmse_theta_R","rmse_theta_map","rmse_phi","rmse_B","coverage_B","width_B","perplexity","time","theta_kind","phi_init","iters_converged","converged","polish_n_converged","scenario","replicate","seed"
"lda",0.070075346447117,0.070075346447117,0.070075346447117,0.00346540415031964,0.842310958370164,0.0555555555555556,0.234393233964243,165.828571610146,35.8924081325531,"posterior","random_dirichlet",NA,NA,NA,"baseline",13,1771122558
"stm",0.00971113042241084,0.00971113042241084,0.00971113042241084,0.000429225703459313,0.0710407207989094,0.597222222222222,0.115747491053958,164.163676536867,6.39641618728638,"posterior","spectral",NA,NA,NA,"baseline",13,1771122558
NA,0.0915226793209022,0.0915226793209022,0.0915226793209022,0.00575997719880997,0.784362768695998,0.0694444444444444,0.175472863417415,169.781065955093,26.4619958400726,"posterior","random",NA,NA,NA,"baseline",13,1771122558
"gscamm",0.138465499265513,0.229041324980033,0.105353037788444,0.00450316889600257,0.819474233238835,0.791666666666667,1.7567272174515,196.836277943118,7.70197892189026,"structural","kmeans",40,TRUE,313,"baseline",14,1763779549
"gscamm_boot",0.138465499265513,0.229041324980033,0.105353037788444,0.00450316889600257,0.844236823861754,0.986111111111111,6.83769583199115,196.836277943118,933.900284051895,"structural","kmeans",40,TRUE,313,"baseline",14,1763779549
"lda",0.115566116235535,0.115566116235535,0.115566116235535,0.00439802065561335,1.07391430376264,0.0833333333333333,0.211590594106837,171.04573980307,66.6678974628448,"posterior","random_dirichlet",NA,NA,NA,"baseline",14,1763779549
"stm",0.0108853195586966,0.0108853195586966,0.0108853195586966,0.000693686694613705,0.103169357867228,0.486111111111111,0.117740282974901,169.838726039405,12.7899127006531,"posterior","spectral",NA,NA,NA,"baseline",14,1763779549
NA,0.12514125417756,0.12514125417756,0.12514125417756,0.00758532999232839,0.847885585523705,0.0416666666666667,0.137168901300725,176.831064910094,35.0717132091522,"posterior","random",NA,NA,NA,"baseline",14,1763779549
"gscamm",0.151897687197733,0.209443592016969,0.0981179749617097,0.00412144875097847,0.90664071803834,0.694444444444444,1.697271935063,179.685000439609,8.03718876838684,"structural","kmeans",40,TRUE,254,"baseline",15,23370252
"gscamm_boot",0.151897687197733,0.209443592016969,0.0981179749617097,0.00412144875097847,0.836996923938323,1,6.33733351386304,179.685000439609,902.834108829498,"structural","kmeans",40,TRUE,254,"baseline",15,23370252
"lda",0.122380021488808,0.122380021488808,0.122380021488808,0.00347843763245117,1.08638287770179,0,0.241227834846087,151.203233047559,58.6708397865295,"posterior","random_dirichlet",NA,NA,NA,"baseline",15,23370252
"stm",0.0347452388416676,0.0347452388416676,0.0347452388416676,0.00345929488440948,0.683414763453295,0.0972222222222222,0.164585274366092,150.890266716207,11.587434053421,"posterior","spectral",NA,NA,NA,"baseline",15,23370252
NA,0.11735693962391,0.11735693962391,0.11735693962391,0.00441810532561231,1.45523100467597,0.0416666666666667,0.160638533672131,152.677620231244,49.2979824542999,"posterior","random",NA,NA,NA,"baseline",15,23370252
"gscamm",0.13813717181892,0.196837541726,0.05347090574959,0.00373161336780974,0.791444322816909,0.736111111111111,1.75555578691323,191.844241682981,8.33090949058533,"structural","kmeans",39,TRUE,316,"baseline",16,1765223653
"gscamm_boot",0.13813717181892,0.196837541726,0.05347090574959,0.00373161336780974,0.662245657130274,1,6.74680843855888,191.844241682981,907.36483502388,"structural","kmeans",39,TRUE,316,"baseline",16,1765223653
"lda",0.11303581520229,0.11303581520229,0.11303581520229,0.00450858927370405,1.15559208784616,0.0416666666666667,0.257171408736644,163.566959181544,78.5324397087097,"posterior","random_dirichlet",NA,NA,NA,"baseline",16,1765223653
"stm",0.0100389201240323,0.0100389201240323,0.0100389201240323,0.000589666843354113,0.0596327962063499,0.75,0.128554899222986,162.25235295403,11.2014780044556,"posterior","spectral",NA,NA,NA,"baseline",16,1765223653
